27278208.0,27404426.0,27277842.0,27344646.0,0,0.0,0.0
27345164.0,27485534.0,27314880.0,27472770.0,861560373248,0.0,0.0
27477666.0,27550312.0,27406366.0,27431862.0,829130014720,0.0,0.0
27428484.0,27488348.0,27405414.0,27412446.0,23332913152,0.0,0.0
27412330.0,27448972.0,27386794.0,27448972.0,132749721600,0.0,0.0
27441400.0,27512406.0,27422782.0,27426732.0,833051688960,0.0,0.0
27435182.0,27435182.0,27237004.0,27237004.0,1681106403328,0.0,0.0
27242476.0,27386544.0,27218440.0,27384248.0,1252792467456,0.0,0.0
27391518.0,27420646.0,27331354.0,27355514.0,0,0.0,0.0
27356738.0,27368104.0,27219908.0,27296482.0,380507258880,0.0,0.0
27300002.0,27300002.0,26275920.0,26380958.0,3944684191744,0.0,0.0
26383370.0,26384622.0,26215580.0,26215580.0,1345050378240,0.0,0.0
26220748.0,26237582.0,26041052.0,26057578.0,1565880483840,0.0,0.0
26057542.0,26180450.0,25936522.0,26133230.0,1746348802048,0.0,0.0
26128420.0,26236248.0,26128092.0,26180836.0,658560253952,0.0,0.0
26179322.0,26179322.0,26086834.0,26115556.0,161820442624,0.0,0.0
26113554.0,26113554.0,25976528.0,25976528.0,16504586240,0.0,0.0
25967914.0,26099440.0,25933294.0,26091776.0,467912359936,0.0,0.0
26087056.0,26140782.0,26055734.0,26099086.0,0,0.0,0.0
26093846.0,26108810.0,25851468.0,25890848.0,0,0.0,0.0
25896870.0,25971822.0,25870482.0,25965152.0,0,0.0,0.0
25975486.0,26002940.0,25942716.0,25984316.0,0,0.0,0.0
25990156.0,26057278.0,25964772.0,26025676.0,0,0.0,0.0
26020632.0,26055060.0,25969694.0,26053028.0,0,0.0,0.0
26056886.0,26092936.0,26010560.0,26020306.0,0,0.0,0.0
26034458.0,26068360.0,26014050.0,26067610.0,0,0.0,0.0
26074716.0,26110106.0,26032096.0,26037344.0,0,0.0,0.0
26038768.0,26087416.0,26034506.0,26051048.0,0,0.0,0.0
26052528.0,26070990.0,26009252.0,26048666.0,0,0.0,0.0
26051958.0,26080992.0,26001414.0,26055546.0,0,0.0,0.0
26069240.0,26191826.0,26058994.0,26130032.0,273791582208,0.0,0.0
26137828.0,26185548.0,26093266.0,26170694.0,0,0.0,0.0
26170178.0,26180300.0,26054572.0,26082414.0,0,0.0,0.0
26084704.0,26148714.0,26067740.0,26114902.0,0,0.0,0.0
26110998.0,26160272.0,26054054.0,26160272.0,0,0.0,0.0
26155224.0,26378008.0,26143984.0,26327934.0,0,0.0,0.0
